frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.00,0.00,0.00,3.57,1.20,0.00,1.04,0.95,1.66,2.38,0.00,0.00,0.64,0.00,2.25,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
2,0,0.033,0.98,1,0.00,0.00,0.00,3.64,1.22,0.00,0.97,1.03,1.66,2.44,0.00,0.00,0.79,0.22,2.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
3,0,0.067,0.98,1,0.00,0.00,0.00,3.70,1.23,0.00,0.84,1.02,1.67,2.51,0.00,0.00,0.79,0.41,2.15,0.00,0.03,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
4,0,0.100,0.98,1,0.00,0.00,0.00,3.79,1.25,0.00,0.72,0.98,1.71,2.56,0.00,0.00,0.75,0.52,2.11,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
5,0,0.133,0.98,1,0.00,0.00,0.00,3.71,1.26,0.00,0.65,0.96,1.77,2.51,0.00,0.00,0.56,0.68,2.17,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
6,0,0.167,0.98,1,0.00,0.00,0.00,3.61,1.26,0.00,0.64,0.97,1.81,2.43,0.00,0.00,0.47,0.75,2.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7,0,0.200,0.98,1,0.00,0.00,0.00,3.46,1.27,0.00,0.66,0.98,1.83,2.39,0.00,0.00,0.41,0.83,2.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
8,0,0.233,0.98,1,0.00,0.00,0.00,3.51,1.25,0.00,0.70,0.97,1.83,2.35,0.00,0.00,0.47,0.87,2.09,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
9,0,0.267,0.98,1,0.00,0.00,0.00,3.66,1.23,0.00,0.72,1.00,1.83,2.32,0.00,0.00,0.58,0.98,1.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
10,0,0.300,0.98,1,0.00,0.00,0.00,3.85,1.19,0.00,0.70,0.97,1.82,2.21,0.00,0.00,0.59,1.12,1.97,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
11,0,0.333,0.98,1,0.00,0.00,0.00,3.93,1.15,0.00,0.58,0.96,1.77,2.17,0.00,0.00,0.61,1.34,1.96,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
12,0,0.367,0.98,1,0.00,0.00,0.00,3.81,1.12,0.00,0.58,0.90,1.73,2.07,0.00,0.00,0.60,1.52,1.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
13,0,0.400,0.98,1,0.00,0.00,0.00,3.84,1.14,0.00,0.50,0.94,1.70,2.02,0.00,0.00,0.70,1.67,1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
14,0,0.433,0.98,1,0.00,0.00,0.00,3.85,1.18,0.00,0.54,0.96,1.72,2.03,0.00,0.00,0.76,1.71,2.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
15,0,0.467,0.98,1,0.00,0.04,0.00,4.08,1.24,0.00,0.49,1.01,1.74,2.02,0.00,0.00,0.82,1.81,2.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
16,0,0.500,0.98,1,0.00,0.11,0.00,4.18,1.25,0.00,0.50,1.00,1.75,2.02,0.00,0.00,0.89,1.89,2.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
17,0,0.533,0.98,1,0.00,0.30,0.00,4.24,1.21,0.00,0.46,0.94,1.72,1.91,0.00,0.00,0.87,1.96,2.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
18,0,0.567,0.98,1,0.00,0.62,0.00,3.98,1.22,0.00,0.34,0.89,1.77,1.84,0.00,0.00,0.85,1.99,2.49,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
19,0,0.600,0.98,1,0.00,0.69,0.00,3.73,1.23,0.00,0.30,0.86,1.79,1.87,0.00,0.00,0.79,2.06,2.42,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
20,0,0.633,0.93,1,0.00,0.80,0.00,3.50,1.31,0.00,0.27,0.88,1.84,1.88,0.00,0.00,0.86,2.08,2.38,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
21,0,0.667,0.93,1,0.00,0.56,0.00,3.50,1.27,0.00,0.37,0.94,1.73,1.85,0.00,0.00,0.94,2.14,2.46,0.08,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
22,0,0.700,0.93,1,0.00,0.48,0.00,3.53,1.11,0.00,0.46,0.86,1.56,1.77,0.00,0.00,0.98,2.11,2.38,0.12,0.21,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
23,0,0.733,0.98,1,0.00,0.18,0.00,3.32,0.76,0.00,0.78,0.58,1.13,1.65,0.00,0.00,0.89,1.42,2.30,0.12,0.61,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
24,0,0.767,0.88,1,0.00,0.05,0.10,3.34,0.46,0.00,1.29,0.39,0.79,1.67,0.00,0.00,0.84,0.69,2.16,0.06,1.09,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
25,0,0.800,0.88,1,0.00,0.00,0.22,3.29,0.46,0.00,1.83,0.45,0.61,1.76,0.00,0.00,0.99,0.00,2.33,0.00,1.32,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
26,0,0.833,0.88,1,0.00,0.00,0.32,3.52,0.70,0.00,2.06,0.85,0.76,1.89,0.00,0.00,1.19,0.00,2.37,0.00,1.18,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
27,0,0.867,0.88,1,0.00,0.00,0.22,3.54,1.05,0.00,1.87,1.08,1.01,1.97,0.00,0.00,1.46,0.05,2.38,0.00,0.70,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
28,0,0.900,0.98,1,0.00,0.00,0.11,3.62,1.19,0.00,1.49,1.19,1.19,2.01,0.00,0.00,1.46,0.12,2.17,0.00,0.26,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
29,0,0.933,0.98,1,0.00,0.00,0.00,3.81,1.28,0.00,1.17,1.14,1.30,2.11,0.00,0.00,1.49,0.12,2.02,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
30,0,0.967,0.98,1,0.00,0.00,0.00,4.00,1.21,0.00,0.89,1.14,1.25,2.11,0.00,0.00,1.46,0.20,1.83,0.00,0.11,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
31,0,1.000,0.98,1,0.00,0.00,0.00,4.18,1.16,0.00,0.71,1.07,1.19,2.08,0.00,0.00,1.37,0.26,1.67,0.00,0.11,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.033,0.98,1,0.00,0.00,0.00,4.11,1.05,0.00,0.52,1.09,1.12,1.97,0.00,0.00,1.48,0.32,1.46,0.00,0.11,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.067,0.98,1,0.00,0.00,0.00,4.12,0.98,0.00,0.48,1.05,1.06,1.88,0.00,0.00,1.48,0.33,1.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,1.100,0.98,1,0.00,0.00,0.00,4.17,0.95,0.00,0.43,1.11,1.04,1.70,0.00,0.00,1.68,0.29,1.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,1.133,0.98,1,0.00,0.00,0.34,2.86,0.62,0.00,0.29,0.72,0.67,1.15,0.00,0.00,1.11,0.23,0.85,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,1.167,0.98,1,0.00,0.00,0.69,1.51,0.33,0.00,0.14,0.39,0.36,0.70,0.00,0.00,0.59,0.10,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,1.200,0.98,1,0.00,0.00,1.06,0.11,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,1.233,0.98,1,0.00,0.00,1.08,0.24,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,1.267,0.98,1,0.00,0.00,1.10,0.32,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,1.300,0.98,1,0.00,0.00,1.09,0.24,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,1.333,0.98,1,0.00,0.00,1.16,0.11,0.00,0.09,0.00,0.03,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.19,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,1.367,0.98,1,0.26,0.00,1.21,0.01,0.00,0.29,0.00,0.03,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.23,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
43,0,1.400,0.98,1,0.57,0.00,1.28,0.00,0.00,0.39,0.00,0.03,0.01,0.39,0.00,0.00,0.00,0.00,0.00,0.25,2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
44,0,1.433,0.98,1,0.86,0.00,1.31,0.00,0.00,0.50,0.00,0.00,0.04,0.45,0.00,0.00,0.00,0.00,0.00,0.33,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
45,0,1.467,0.98,1,0.74,0.00,1.38,0.00,0.00,0.44,0.00,0.00,0.04,0.60,0.00,0.00,0.00,0.00,0.00,0.24,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
46,0,1.500,0.98,1,0.50,0.00,1.46,0.00,0.00,0.43,0.00,0.00,0.03,0.66,0.00,0.00,0.00,0.00,0.00,0.25,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
47,0,1.533,0.98,1,0.22,0.00,1.49,0.00,0.00,0.51,0.00,0.00,0.01,0.66,0.00,0.00,0.00,0.00,0.00,0.22,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
48,0,1.567,0.98,1,0.07,0.00,1.48,0.00,0.00,0.48,0.00,0.00,0.01,0.58,0.00,0.00,0.00,0.00,0.00,0.31,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
49,0,1.600,0.98,1,0.00,0.00,1.45,0.00,0.00,0.47,0.00,0.00,0.02,0.49,0.00,0.00,0.00,0.00,0.00,0.33,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
50,0,1.633,0.98,1,0.00,0.00,1.40,0.00,0.00,0.28,0.00,0.00,0.02,0.38,0.00,0.00,0.00,0.00,0.00,0.37,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
51,0,1.667,0.98,1,0.00,0.00,1.34,0.00,0.00,0.20,0.00,0.00,0.01,0.32,0.00,0.00,0.00,0.00,0.00,0.38,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
52,0,1.700,0.98,1,0.00,0.00,1.28,0.00,0.00,0.12,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.31,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
53,0,1.733,0.98,1,0.00,0.00,1.27,0.00,0.00,0.08,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.23,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
54,0,1.767,0.98,1,0.00,0.00,1.27,0.00,0.00,0.05,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.17,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
55,0,1.800,0.98,1,0.00,0.00,1.28,0.00,0.00,0.05,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.20,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
56,0,1.833,0.98,1,0.00,0.00,1.28,0.00,0.00,0.01,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
57,0,1.867,0.98,1,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.27,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
58,0,1.900,0.98,1,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.22,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
59,0,1.933,0.98,1,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.15,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
60,0,1.967,0.98,1,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.11,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
61,0,2.000,0.98,1,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.12,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
62,0,2.033,0.98,1,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.11,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
63,0,2.067,0.98,1,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.09,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
64,0,2.100,0.98,1,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.12,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
65,0,2.133,0.98,1,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.17,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
66,0,2.167,0.98,1,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.26,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
67,0,2.200,0.98,1,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.23,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
68,0,2.233,0.98,1,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.18,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
69,0,2.267,0.98,1,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.11,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
70,0,2.300,0.98,1,0.00,0.00,1.16,0.08,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,0,2.333,0.98,1,0.00,0.00,1.11,0.08,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,0,2.367,0.98,1,0.00,0.00,1.08,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,0,2.400,0.98,1,0.00,0.00,1.06,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,0,2.433,0.98,1,0.00,0.00,1.09,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,0,2.467,0.98,1,0.00,0.00,1.10,0.12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,0,2.500,0.98,1,0.00,0.00,1.07,0.14,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,0,2.533,0.98,1,0.00,0.00,1.03,0.15,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0,2.567,0.98,1,0.00,0.00,0.97,0.08,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,0,2.600,0.98,1,0.00,0.00,0.97,0.04,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,0,2.633,0.98,1,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,0,2.667,0.98,1,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,0,2.700,0.98,1,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,0,2.733,0.98,1,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.02,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,0,2.767,0.98,1,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.02,0.05,0.28,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,0,2.800,0.98,1,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.02,0.10,0.28,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,0,2.833,0.98,1,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.13,0.27,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,0,2.867,0.98,1,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.10,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,0,2.900,0.98,1,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.06,0.41,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,0,2.933,0.98,1,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.02,0.07,0.37,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
