frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
2794,0,186.200,0.98,1,0.85,0.22,0.00,0.58,0.00,0.00,0.43,0.00,0.00,0.00,0.53,0.00,0.44,0.00,0.59,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2795,0,186.267,0.98,1,0.88,0.21,0.00,0.50,0.00,0.00,0.45,0.00,0.00,0.00,0.58,0.00,0.44,0.00,0.68,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2796,0,186.333,0.98,1,0.84,0.26,0.00,0.36,0.00,0.00,0.55,0.00,0.00,0.00,0.59,0.00,0.48,0.00,0.65,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2797,0,186.400,0.98,1,0.88,0.36,0.00,0.27,0.00,0.04,0.54,0.00,0.00,0.00,0.51,0.00,0.64,0.00,0.58,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2798,0,186.467,0.98,1,0.97,0.45,0.00,0.31,0.00,0.04,0.48,0.00,0.00,0.00,0.45,0.00,0.86,0.00,0.45,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2799,0,186.533,0.98,1,1.00,0.52,0.00,0.37,0.00,0.04,0.34,0.00,0.00,0.00,0.38,0.00,0.96,0.00,0.32,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2800,0,186.600,0.98,1,0.96,0.54,0.00,0.43,0.00,0.00,0.30,0.00,0.00,0.00,0.54,0.00,0.99,0.00,0.24,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2801,0,186.667,0.98,1,0.86,0.47,0.00,0.45,0.00,0.00,0.27,0.00,0.00,0.00,0.55,0.00,0.95,0.00,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2802,0,186.733,0.98,1,0.77,0.27,0.00,0.53,0.00,0.00,0.26,0.00,0.00,0.00,0.64,0.00,0.77,0.00,0.37,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2803,0,186.800,0.98,1,0.71,0.10,0.00,0.50,0.00,0.00,0.21,0.00,0.00,0.00,0.52,0.00,0.75,0.00,0.38,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2804,0,186.867,0.98,1,0.67,0.01,0.00,0.36,0.00,0.00,0.18,0.00,0.00,0.00,0.48,0.00,0.66,0.00,0.37,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2805,0,186.933,0.98,1,0.67,0.05,0.00,0.20,0.00,0.00,0.19,0.00,0.00,0.00,0.39,0.00,0.69,0.00,0.36,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2806,0,187.000,0.98,1,0.78,0.14,0.00,0.15,0.00,0.00,0.24,0.00,0.00,0.00,0.35,0.00,0.64,0.00,0.38,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2807,0,187.067,0.98,1,0.84,0.19,0.00,0.18,0.00,0.00,0.28,0.00,0.00,0.00,0.32,0.00,0.69,0.00,0.41,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2808,0,187.133,0.98,1,0.88,0.33,0.00,0.18,0.00,0.00,0.28,0.00,0.00,0.00,0.30,0.00,0.80,0.00,0.32,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2809,0,187.200,0.98,1,0.92,0.41,0.00,0.13,0.00,0.00,0.19,0.00,0.00,0.00,0.19,0.00,0.83,0.00,0.20,0.00,0.05,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2810,0,187.267,0.98,1,1.01,0.55,0.00,0.12,0.00,0.05,0.06,0.00,0.00,0.00,0.11,0.00,0.75,0.00,0.08,0.03,0.12,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
2811,0,187.333,0.98,1,1.21,0.57,0.00,0.12,0.00,0.23,0.00,0.00,0.00,0.00,0.06,0.00,0.66,0.00,0.06,0.21,0.32,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
2812,0,187.400,0.98,1,1.64,0.62,0.00,0.08,0.00,0.23,0.00,0.00,0.00,0.00,0.16,0.00,0.65,0.00,0.19,0.40,0.52,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
2813,0,187.467,0.98,1,2.10,0.63,0.13,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.40,0.04,0.67,0.00,0.46,0.54,0.92,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
2814,0,187.533,0.98,1,2.42,0.95,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.23,0.68,0.00,0.62,0.51,1.30,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
2815,0,187.600,0.98,1,2.42,1.31,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.82,0.40,0.60,0.00,0.75,0.60,1.61,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2816,0,187.667,0.98,1,2.19,1.80,0.06,0.00,0.00,0.00,0.06,0.00,0.00,0.14,0.73,0.47,0.61,0.01,0.90,0.69,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2817,0,187.733,0.98,1,2.02,2.03,0.16,0.00,0.00,0.00,0.06,0.00,0.00,0.19,0.53,0.37,0.62,0.02,1.23,0.89,2.26,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2818,0,187.800,0.98,1,1.77,1.94,0.32,0.00,0.00,0.00,0.06,0.00,0.00,0.16,0.40,0.28,0.68,0.12,1.31,0.93,2.42,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2819,0,187.867,0.98,1,1.58,1.48,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.35,0.24,0.67,0.16,1.08,0.87,2.10,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
2820,0,187.933,0.98,1,1.35,0.73,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.27,0.28,0.66,0.17,0.70,0.70,1.59,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2821,0,188.000,0.98,1,0.82,0.24,0.19,0.00,0.00,0.14,0.00,0.00,0.00,0.18,0.12,0.25,0.43,0.49,0.56,0.76,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
2822,0,188.067,0.98,1,0.40,0.00,0.08,0.08,0.00,0.42,0.00,0.00,0.00,0.06,0.05,0.18,0.21,0.73,0.50,0.80,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2823,0,188.133,0.98,1,0.00,0.00,0.00,0.08,0.00,0.74,0.00,0.00,0.00,0.00,0.03,0.06,0.00,0.87,0.45,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2824,0,188.200,0.98,1,0.00,0.00,0.00,0.08,0.00,0.86,0.00,0.00,0.00,0.00,0.03,0.05,0.00,0.55,0.39,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2825,0,188.267,0.98,1,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.26,0.39,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2826,0,188.333,0.98,1,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.38,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2827,0,188.400,0.98,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.10,0.16,0.00,0.00,0.31,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2828,0,188.467,0.98,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.20,0.21,0.00,0.00,0.30,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2829,0,188.533,0.98,1,0.02,0.04,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.29,0.23,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2830,0,188.600,0.98,1,0.02,0.06,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.31,0.12,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2831,0,188.667,0.98,1,0.02,0.06,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.30,0.08,0.00,0.01,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2832,0,188.733,0.98,1,0.01,0.02,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.30,0.20,0.00,0.05,0.56,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2833,0,188.800,0.98,1,0.03,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.20,0.37,0.00,0.05,0.65,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2834,0,188.867,0.98,1,0.03,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.19,0.53,0.00,0.06,0.62,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2835,0,188.933,0.98,1,0.02,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.10,0.60,0.00,0.04,0.49,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2836,0,189.000,0.98,1,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.11,0.58,0.00,0.05,0.38,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2837,0,189.067,0.98,1,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.12,0.51,0.00,0.05,0.41,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2838,0,189.133,0.98,1,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.26,0.48,0.00,0.08,0.44,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2839,0,189.200,0.98,1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.32,0.46,0.00,0.13,0.48,0.31,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2840,0,189.267,0.98,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.32,0.57,0.00,0.21,0.47,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2841,0,189.333,0.98,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.21,0.54,0.00,0.23,0.45,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2842,0,189.400,0.98,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.28,0.62,0.00,0.25,0.44,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2843,0,189.467,0.98,1,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.35,0.57,0.00,0.18,0.43,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2844,0,189.533,0.98,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.46,0.68,0.00,0.17,0.41,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2845,0,189.600,0.98,1,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.42,0.61,0.00,0.14,0.39,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2846,0,189.667,0.98,1,0.00,0.00,0.00,0.10,0.00,0.58,0.00,0.00,0.00,0.00,0.35,0.45,0.00,0.22,0.38,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2847,0,189.733,0.98,1,0.00,0.00,0.00,0.13,0.00,0.42,0.00,0.00,0.00,0.00,0.34,0.19,0.00,0.26,0.38,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2848,0,189.800,0.98,1,0.00,0.00,0.00,0.36,0.00,0.23,0.00,0.00,0.00,0.00,0.35,0.04,0.00,0.31,0.39,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2849,0,189.867,0.98,1,0.00,0.00,0.00,0.39,0.00,0.10,0.00,0.00,0.00,0.00,0.38,0.02,0.00,0.25,0.49,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2850,0,189.933,0.98,1,0.00,0.00,0.00,0.51,0.00,0.11,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.22,0.49,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2851,0,190.000,0.98,1,0.00,0.00,0.00,0.46,0.00,0.02,0.00,0.00,0.00,0.00,0.34,0.00,0.07,0.12,0.51,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2852,0,190.067,0.98,1,0.00,0.00,0.00,0.49,0.00,0.01,0.00,0.00,0.00,0.00,0.30,0.02,0.07,0.17,0.36,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2853,0,190.133,0.98,1,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.02,0.12,0.22,0.30,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2854,0,190.200,0.98,1,0.00,0.00,0.00,0.38,0.00,0.07,0.06,0.00,0.00,0.00,0.08,0.02,0.10,0.20,0.16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2855,0,190.267,0.98,1,0.00,0.00,0.00,0.20,0.00,0.24,0.30,0.00,0.00,0.00,0.00,0.00,0.18,0.09,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2856,0,190.333,0.98,1,0.00,0.00,0.00,0.01,0.00,0.30,0.62,0.00,0.00,0.00,0.03,0.00,0.21,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2857,0,190.400,0.98,1,0.00,0.00,0.00,0.00,0.00,0.40,0.99,0.00,0.00,0.00,0.13,0.00,0.47,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2858,0,190.467,0.98,1,0.00,0.00,0.00,0.00,0.00,0.23,1.12,0.03,0.00,0.00,0.19,0.00,0.70,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2859,0,190.533,0.98,1,0.00,0.00,0.00,0.00,0.00,0.17,1.26,0.76,0.00,0.00,0.42,0.00,1.20,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2860,0,190.600,0.98,1,0.00,0.00,0.00,0.00,0.05,0.00,1.29,1.69,0.00,0.11,0.71,0.00,1.37,0.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2861,0,190.667,0.98,1,0.00,0.00,0.00,0.00,0.11,0.05,1.39,2.80,0.00,0.32,0.92,0.01,1.49,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2862,0,190.733,0.98,1,0.00,0.00,0.00,0.00,0.15,0.26,1.26,2.86,0.00,0.61,1.14,0.35,1.62,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2863,0,190.800,0.98,1,0.00,0.00,0.00,0.00,0.18,0.30,1.01,2.73,0.04,0.84,1.32,0.86,1.89,0.09,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2864,0,190.867,0.98,1,0.00,0.00,0.00,0.00,0.14,0.38,0.79,2.12,0.06,1.13,1.45,1.24,2.07,0.31,0.42,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2865,0,190.933,0.98,1,0.00,0.00,0.00,0.00,0.15,0.45,0.71,1.76,0.08,1.38,1.09,1.07,2.19,0.40,0.34,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2866,0,191.000,0.98,1,0.00,0.00,0.00,0.00,0.10,0.53,0.59,1.04,0.05,1.27,0.60,0.56,2.07,0.31,0.31,0.01,0.36,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2867,0,191.067,0.98,1,0.00,0.00,0.00,0.00,0.19,0.87,0.45,0.51,0.05,1.01,0.21,0.16,1.96,0.09,0.15,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2868,0,191.133,0.98,1,0.00,0.00,0.00,0.00,0.21,0.99,0.31,0.07,0.02,0.60,0.08,0.00,1.42,0.03,0.14,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2869,0,191.200,0.98,1,0.00,0.00,0.00,0.00,0.19,1.16,0.22,0.00,0.02,0.41,0.01,0.00,0.89,0.03,0.13,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2870,0,191.267,0.98,1,0.00,0.00,0.00,0.00,0.08,1.06,0.13,0.00,0.00,0.27,0.01,0.00,0.51,0.02,0.14,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2871,0,191.333,0.98,1,0.00,0.00,0.00,0.00,0.00,1.13,0.04,0.00,0.00,0.15,0.01,0.00,0.28,0.00,0.14,0.06,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2872,0,191.400,0.98,1,0.00,0.00,0.00,0.00,0.00,1.18,0.02,0.00,0.00,0.11,0.00,0.00,0.28,0.00,0.07,0.17,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2873,0,191.467,0.98,1,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.16,0.33,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2874,0,191.533,0.98,1,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.26,0.51,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2875,0,191.600,0.98,1,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.02,0.00,0.00,0.14,0.00,0.42,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2876,0,191.667,0.98,1,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.10,0.00,0.00,0.08,0.00,0.47,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2877,0,191.733,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.18,0.00,0.53,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2878,0,191.800,0.98,1,0.07,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.26,0.00,0.66,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2879,0,191.867,0.98,1,0.14,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.00,0.36,0.00,0.93,0.44,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2880,0,191.933,0.98,1,0.25,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.00,0.42,0.00,1.18,0.51,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2881,0,192.000,0.98,1,0.18,0.00,0.12,0.00,0.00,0.08,0.01,0.00,0.00,0.07,0.19,0.00,0.49,0.00,1.28,0.38,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
